Output-1,Output-2
5.33334,2.7496272194797053
4.66667,2.8553810143131497
4.0,0.9799442586461503
4.66667,1.0919366402781214
4.0,1.2025112848518198
4.66667,1.0956224617639112
4.0,3.2229821354387793
3.33333,3.112795813879209
4.0,1.0882334165321716
3.33333,1.0490181900745859
2.99999,7.653019239762368
3.6666600000000003,8.399647068376192
4.33333,2.8826926697518833
5.0,1.0077893573452588
5.66667,0.9704641988470483
6.333340000000001,0.329900176269451
7.00001,0.36330742114998166
6.33334,0.3508867788226049
7.00001,0.390987678130699
6.33334,0.3768981729683957
3.33333,2.6583843051834743
2.6666600000000003,2.757762126774585
3.33333,8.112482518909335
4.0,7.391380172768522
3.33333,8.139866124576853
4.0,8.427999995181347
4.66667,9.391189261842916
5.33334,3.2229821354387793
4.66667,1.1267545545493975
5.33334,1.085023321697403
3.3333399999999997,0.8758243369760298
2.66667,2.576404090248122
3.3333399999999997,2.488322779950439
2.66667,2.5840265083998752
3.3333399999999997,2.8456971971520684
2.66667,3.1709161100653214
3.3333399999999997,9.070126172955725
4.00001,3.112795813879209
3.3333399999999997,3.4164798772041296
4.00001,3.2933647163967295
5.33333,7.117628089103085
6.0,7.931062235215166
6.66667,8.704815912001123
7.33334,9.039613047226918
6.66667,9.359596036652285
7.33334,9.022316669420144
6.66667,3.0670516883947645
6.0,3.377635780752938
5.33333,1.1808214689512273
4.66666,0.40524862117681826
3.33333,3.063866828715296
4.0,3.3741284071893443
4.66667,3.0280674158144443
5.33334,1.039208870566309
4.66667,3.0570308128152033
5.33334,3.1746076999974413
4.66667,3.060208566522831
4.0,1.0698489148563821
4.66667,0.974752184512628
5.33334,0.9414276567522593
5.33333,2.743150575884317
6.0,2.8456971971520684
5.33333,0.9673679957130604
4.66666,0.9315399097118345
3.9999900000000004,0.9645144323513926
3.3333200000000005,1.0747434249133516
3.9999900000000004,1.1795952911533947
4.66666,3.3741284071893443
5.33333,3.063866828715296
4.66666,1.0514949469110209
4.66667,0.9496369323609459
4.0,0.9144655458427378
4.66667,2.6645878424251555
4.0,0.9315399097118345
4.66667,1.0224208546389848
4.0,1.1392676502918397
3.33333,1.1795952911533947
4.0,1.0711278433188676
3.33333,3.1509265502186055
4.0,3.0373807829770523
6.66667,2.6909313144485543
7.33334,2.79442759791673
6.66667,8.220340985308725
6.0,2.8211562352930457
6.66667,3.1068397964976113
6.0,3.2229821354387793
5.33333,3.537415965807474
4.66666,3.4164798772041296
3.9999900000000004,1.1944013650705638
3.33332,1.0718998859878037
4.33333,1.0780840187883167
5.0,1.1183858070100081
4.33333,1.161400199048778
5.0,3.4164798772041296
5.66667,1.1944013650705638
5.0,1.236680621646293
5.66667,3.603464520212974
5.0,3.233882111436793
4.33333,2.946428798315399
5.0,2.675495526220924
3.33333,0.300576009401212
2.6666600000000003,0.329900176269451
1.9999900000000004,0.34258851282269426
2.6666600000000003,0.33024310428440357
3.33333,0.9622689063807476
4.0,2.8306972547461853
3.33333,8.096960110830047
4.0,8.916896408740525
4.66667,8.612048297978935
5.33334,9.596271422009188
4.66667,3.3513727698338616
5.33334,3.4700042059326868
4.66667,3.603464520212974
4.0,10.307392792371209
4.66667,3.5039012290423077
5.33334,1.2025112848518198
6.00001,1.1591779781945597
5.33334,1.0561409660688017
4.66667,0.9478198989242747
4.0,0.8606649177081563
7.33333,8.586644288748802
6.66666,8.293086735849453
5.99999,2.846122003513103
5.3333200000000005,2.955587097653184
5.99999,3.2933647163967295
6.66666,3.4164798772041296
5.99999,1.1944013650705638
5.3333200000000005,1.0845724527894682
4.666650000000001,0.988166976605918
3.9999800000000003,0.33591806905730287
4.6666799999999995,0.9144655458427378
4.00001,0.9496369323609459
4.6666799999999995,0.33199307155338675
5.333349999999999,0.9766208489221198
4.6666799999999995,1.0111911404977205
4.00001,2.946428798315399
3.3333399999999997,3.283159765940283
2.66667,2.981263036345559
3.3333399999999997,2.87383120846393
2.66667,3.154201907629282
4.66667,9.391189261842916
4.0,10.307392792371209
3.33333,3.603464520212974
4.0,3.4700042059326868
4.66667,3.3449602597744663
4.0,1.137087777812837
4.66667,0.3902395630771662
4.0,0.35021539275085484
3.33333,0.338242336662071
4.0,0.3071399040883969
5.0,0.2897445498105411
4.33333,0.8523387758741964
3.6666600000000003,0.9354928657225416
4.33333,0.9704641988470483
3.6666600000000003,2.77592734223984
4.33333,3.0931726462985116
3.6666600000000003,2.987424211612287
4.33333,3.1023239496266255
5.0,9.039613047226918
4.33333,9.955006819091096
7.00001,2.8988910973188147
6.33334,2.7915258340444504
5.66667,2.696090007761164
5.0,2.4195707209036166
4.33333,2.6645878424251555
3.6666600000000003,7.838392616209609
2.9999900000000004,8.603105453785712
3.6666600000000003,8.293086735849453
2.9999900000000004,2.89926312285297
2.33332,0.9950042524281809
3.66667,0.9673679957130604
4.33334,2.8456971971520684
5.00001,0.9766208489221198
5.6666799999999995,0.9404500680808742
6.333349999999999,0.9737399912908199
5.6666799999999995,1.085023321697403
5.00001,3.103613620415912
4.33334,3.406401869820518
3.66667,3.2836498768186506
4.33334,2.981708080007627
4.66667,7.117628089103085
5.33334,2.4427138606484418
4.66667,2.536663418110528
4.0,2.7935378973744838
4.66667,3.0660751887522975
4.0,2.955587097653184
4.66667,3.2933647163967295
4.0,3.409942791333679
3.33333,1.1921159998502544
4.0,0.40524862117681826
3.9999900000000004,3.2836498768186506
4.66666,9.567964129789662
3.9999900000000004,9.240857516109376
4.66666,3.230603787631838
3.9999900000000004,2.943441878156819
4.66666,2.6727832626406767
5.33333,2.7726993574312226
6.0,2.87934053297068
5.33333,0.9788047312773795
6.0,0.8784155063307061
4.33333,0.34258851282269426
5.0,0.3772806383939662
5.66667,1.109842851919106
5.0,3.233882111436793
5.66667,3.1233231448516414
5.0,3.480270383954246
4.33333,3.3513727698338616
3.6666600000000003,3.230603787631838
4.33333,9.240857516109376
5.0,8.419456173217442
2.99999,2.6645878424251555
3.66666,2.7670709259526896
2.99999,2.8650193250946168
3.6666600000000003,3.1445303377571774
4.33333,2.8553810143131497
3.6666600000000003,2.752485430150879
4.33333,8.096960110830047
5.0,2.8306972547461853
5.66667,0.9714729869145674
6.33334,1.082497233993679
6.00001,0.8458819240279045
5.33334,0.8758243369760298
4.66667,0.844263415219898
4.0,0.9266296736514259
3.33333,2.6505425447695243
4.0,7.797075698191938
4.66667,8.096960110830047
4.0,9.022316669420144
3.33333,3.096387969089471
2.6666600000000003,3.409942791333679
4.666650000000001,0.3699347140912434
5.3333200000000005,0.3830296126326635
4.666650000000001,0.3437449170084033
5.3333200000000005,0.3772806383939662
5.99999,1.109842851919106
5.3333200000000005,1.0687379721601953
5.99999,0.9704641988470483
6.66666,2.8277578280695703
7.33333,8.088552139787097
6.66666,7.797075698191938
5.33334,2.438039976756854
4.66667,2.529180712642825
5.33334,2.8182267161143293
6.00001,0.9852520599535696
5.33334,1.0231459764341007
4.66667,0.988166976605918
5.33334,2.87934053297068
4.66667,3.1602487213105306
4.0,3.480270383954246
3.33333,1.1830851818087635
3.0,9.586306549868024
3.66667,9.925641321317753
3.0,3.4700042059326868
3.66667,3.3449602597744663
4.33334,1.137087777812837
3.66667,1.1808214689512273
4.33334,0.40524862117681826
5.00001,0.3692268817376532
5.6666799999999995,0.33135783666392643
5.00001,0.3008884552307715
5.33334,2.584412252497648
6.00001,0.903510523473178
5.33334,0.9354928657225416
4.66667,2.7258576640879024
5.33334,2.8277578280695703
6.00001,3.1509265502186055
5.33334,2.870846991022774
4.66667,3.161562472075742
4.0,1.0747434249133516
3.33333,1.1160792812256801
4.33334,9.586306549868024
5.00001,3.258774743397711
4.33334,3.384110931947264
3.66667,1.1830851818087635
4.33334,1.061744325300359
5.00001,0.9641136395203951
5.6666799999999995,0.9293711530921428
5.00001,0.31895285464839124
4.33334,0.33024310428440357
3.66667,0.3008884552307715
5.66667,2.9365166151043174
5.0,8.399647068376192
5.66667,2.8826926697518833
5.0,2.77592734223984
4.33333,2.6810247923948336
5.0,0.9113891606146954
4.33333,1.0036807174559634
5.0,1.1183858070100081
4.33333,1.0189747293965024
3.6666600000000003,0.9822552865262606
3.6666700000000003,2.743150575884317
4.33334,2.840252245737835
5.00001,2.946428798315399
4.33334,3.233882111436793
3.66667,3.114109897636212
4.33334,1.0586123685687299
5.00001,0.961269675930105
4.33334,2.7496272194797053
3.66667,3.063866828715296
4.33334,1.0514949469110209
4.0,0.9789508474827417
3.33333,1.0155467612029336
4.0,2.987424211612287
4.66667,3.1023239496266255
4.0,3.4164798772041296
4.66667,3.0660751887522975
5.33334,1.0718998859878037
6.00001,1.109842851919106
5.33334,3.233882111436793
4.66667,2.946428798315399
5.33333,3.1023239496266255
4.66666,2.990529609936999
5.33333,1.045489151633975
6.0,3.0463670233349154
5.33333,3.3548564891344124
6.0,3.0566500055282324
5.33333,2.943441878156819
6.0,3.047633432203633
5.33333,1.0360143194186093
4.66666,0.9297575030826695
4.0,3.406401869820518
3.33333,1.157974275231858
4.0,1.1183858070100081
4.66667,1.0780840187883167
5.33334,3.1413425936445476
4.66667,3.262162207953104
5.33334,1.1404519079004052
4.66667,1.0234836511433463
5.33334,0.9325082363605163
4.66667,0.8467612100360883
4.66667,0.36884347254612515
5.33334,1.0550442578550485
4.66667,1.0956224617639112
4.0,1.2025112848518198
4.66667,3.5039012290423077
4.0,3.377635780752938
3.33333,3.262162207953104
4.0,2.927584814483255
4.66667,2.6583843051834743
4.0,7.82014372993333
3.33334,0.9266296736514259
4.00001,0.961269675930105
3.33334,1.0711278433188676
2.66667,3.063866828715296
3.3333399999999997,3.181706636855639
4.00001,2.8988910973188147
3.3333399999999997,8.527640264146335
4.00001,8.23609992268501
3.3333399999999997,9.070126172955725
4.00001,3.112795813879209
6.0,1.0550442578550485
5.33333,0.9580296640699939
6.0,2.7915258340444504
6.66667,2.8988910973188147
6.0,2.79978470045017
5.33333,0.9788047312773795
4.66666,0.943532841431251
3.9999900000000004,1.0355838156354558
3.3333200000000005,3.0463670233349154
3.9999900000000004,2.733922247984693
2.3333399999999997,3.283159765940283
1.6666699999999999,3.603464520212974
1.0,3.4700042059326868
0.33333,9.925641321317753
1.0,3.3741284071893443
1.6666699999999999,3.258774743397711
2.3333399999999997,1.1183858070100081
3.0000099999999996,1.0780840187883167
3.66668,0.9789508474827417
4.33335,0.878546636408458
3.33333,8.612048297978935
4.0,9.596271422009188
3.33333,9.935958928643522
4.0,3.409942791333679
4.66667,3.2836498768186506
5.33334,2.981708080007627
4.66667,1.0424051447706666
5.33334,1.0813731571459597
4.66667,0.9852520599535696
5.33334,0.33492717055886995
4.33333,3.2933647163967295
5.0,3.409942791333679
5.66667,3.2836498768186506
6.33334,2.981708080007627
7.00001,8.68816013437372
6.33334,9.012947798108138
5.66667,8.088552139787097
5.0,2.7496272194797053
5.66667,0.961269675930105
5.0,0.8758243369760298
3.0,3.0432036428355933
3.66667,3.1602487213105306
4.33334,3.2721147744136383
5.00001,3.154201907629282
5.6666799999999995,2.8306972547461853
6.333349999999999,2.579082237166306
7.000019999999999,0.8851206960537054
6.333349999999999,0.3008884552307715
5.6666799999999995,0.33135783666392643
5.00001,0.9478198989242747
1.33332,2.675495526220924
1.99999,2.9365166151043174
2.6666600000000003,3.233882111436793
3.33333,3.1233231448516414
4.0,3.480270383954246
4.66667,3.3513727698338616
5.33334,1.1392676502918397
6.00001,3.258774743397711
6.6666799999999995,1.1183858070100081
7.333349999999999,1.0780840187883167
6.66667,0.9759174315819399
7.33334,2.870846991022774
8.00001,8.211804894229902
7.33334,7.915886956349508
6.66667,2.7166700121919094
6.0,2.8211562352930457
5.33333,3.1068397964976113
4.66666,3.409942791333679
3.9999900000000004,3.060208566522831
3.3333200000000005,2.955587097653184
4.66666,7.8233946512105
5.33333,8.124291320760396
6.0,9.052771411394255
6.66667,3.164848885423432
6.0,2.87383120846393
5.33333,2.7755815513647213
6.0,3.0463670233349154
6.66667,1.0355838156354558
6.0,1.07429682769778
5.33333,0.3686902039017189
5.66667,7.125026794067016
5.0,7.846540548868183
5.66667,8.612048297978935
5.0,2.927584814483255
4.33333,2.8191568315708437
5.0,3.1413425936445476
4.33333,3.252539410219785
3.6666600000000003,1.1162458898088272
4.33333,0.3902395630771662
3.6666600000000003,0.4048278066210578
4.33333,2.6909313144485543
3.6666600000000003,2.7915258340444504
4.33333,8.211804894229902
5.0,2.870846991022774
5.66667,3.1509265502186055
5.0,3.0432036428355933
4.33333,3.3513727698338616
5.0,3.480270383954246
4.33333,3.1233231448516414
5.0,1.0718998859878037
4.66667,0.9769318882316891
4.0,1.0134523276226577
3.33333,0.9788047312773795
4.0,1.07429682769778
3.33333,0.9641136395203951
2.6666600000000003,1.061744325300359
1.99999,3.1233231448516414
2.6666600000000003,3.007645666643486
3.33333,1.0322002872104354
4.0,2.952517984011542
2.9999900000000004,0.3692268817376532
2.3333200000000005,0.3566038667130776
2.9999900000000004,0.3699347140912434
3.6666600000000003,1.077923106168146
4.33333,0.9788047312773795
5.0,2.79978470045017
5.66667,2.512630166849845
5.0,7.391380172768522
5.66667,8.112482518909335
6.33334,7.8120232080173295
5.33333,8.704815912001123
6.0,9.586306549868024
6.66667,8.734198933263354
6.0,2.9691087740065747
5.33333,1.0189747293965024
6.0,1.0581656581557302
5.33333,1.0200339436872925
6.0,0.9154161238567433
5.33333,0.9478198989242747
4.66666,0.33135783666392643
5.00001,2.690074565448724
5.6666799999999995,2.7935378973744838
5.00001,2.892423170760069
